question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,easy,1
What should be added to $9 x^{4}-2 x^{2}+25$ to make it a perfect square?,,moderate,"$\left(3 x^{2}\right)^{2}+5^{2} \pm 2(3)(5) x^{2}=9 x^{4}+25 \pm 30 x^{2}$
By comparing: $\quad \pm 30 x^{2}-2 x^{2} \quad$ either $28 x^{2}$ or $-32 x^{2}$",,87,$32 x^{2}$,$30 x^{2}$,-$32 x^{2}$,$14 x^{2}$,,,,,3,,
Cube roots of -64 are,,easy,Basic solution,,87,"$4, \omega, \omega^{2}$","$-4, \omega, \omega^{2}$","$-4,-4 \omega,-4 \omega^{2}$","$4,4 \omega, 4 \omega^{2}$",,,,,3,,
$\omega^{344}+\omega^{345}+\omega^{343}=$,,easy,Sum of three consecutive powers of ω is zero,,87,1,0,-1,-3,,,,,2,,
If roots of a quadratic equation are equal then discriminant,,easy,Key Point,,87,$=0$,$>0$,$<0$,$>0$ and is a perfect square,,,,,1,,
$\omega^{1088}+\omega^{1086}=$,,moderate,"Sum of two alternative powers of $\omega$ is additive inverse of middle power
\[
\omega^{1088}+\omega^{1086}=-\omega^{1087}
\]
For higher power don't solve, add the power $1+0+8+7=16,$ divide by 3 remainder is $1,$ so
\[
-\omega^{1087}=-\omega^{16}=-\omega
\]",,87,1,$-\omega$,-1,$-\omega^{2}$,,,,,4,,
Which of following is homogenous equation,,moderate,"Homogenous equation has all entries with same degree (b) has 1, (c) has 2",,87,$x=2$,$x+24 y=0$,$x^{2}+3 x z+4 z y=0$,(b) and $(c)$ both,,,,,4,,
Which one is true?,,moderate,"complex cube root are conjugate, multiplicative inverse, additive invese of each other.",,87,$\omega=\frac{1}{\omega^{2}}$,$32 x^{2}$,$\omega^{3}=1$,All,,,,,4,,
Value of $\omega^{2}$ is:,,easy,Basic Point,,87,$-1+i \sqrt{3}$,$-1-i \sqrt{3}$,$\left(\frac{1+i \sqrt{3}}{2}\right)$,$\frac{-1+i \sqrt{3}}{2}$,,,,,4,,
$\omega^{109}=?$,,moderate,"For higher power don't solve, add the power $1+0+9=10$
\[
\omega^{109}=\omega^{10}=\omega
\]",,87,1,3,$\left(\frac{-1-i \sqrt{3}}{2}\right)$,$\left(\frac{-1+i \sqrt{3}}{2}\right)$,,,,,4,,
9^{1+x}+9^{1-x}=15 \text { is called } \ldots \ldots \ldots \ldots \ldots \text { equation. },,easy,the equation in which variable occurs in exponents is called exponential equation,,87,Exponential,Radical,Reciprocal,Simultaneous,,,,,1,,
$a x^{4}+b x^{3}+c x^{2}+b x+a=0$ is called $\ldots \ldots \ldots \ldots . . .$ equation.,,easy,"An equation which remain unaffected if $x$ is changed by $\frac{1}{x}$ is called reciprocal equation. Two basic types are:
\[
\begin{array}{l}
a x^{4}+b x^{3}+c x^{2}+b x+a=0 \\
a\left(x^{2}+\frac{1}{x^{2}}\right)+b\left(x+\frac{1}{x}\right)+c=0
\end{array}
\]",,87,Exponential,Quadrilateral,Radical,Reciprocal,,,,,4,,
A polynomial having one term is called ……………,,easy,"one means mono- so the equation with one term is monomial
",,87,Monomial,Binomial,Trinomial,None,,,,,1,,
What is the type of equation $14\left(x^{4}+1\right)-7\left(x^{3}+x\right)+8 x^{2}=0$,,easy,"An equation which remain unaffected if $x$ is changed by $\frac{1}{x}$ is called reciprocal equation. Two basic types are:
\[
\begin{array}{l}
a x^{4}+b x^{3}+c x^{2}+b x+a=0 \\
a\left(x^{2}+\frac{1}{x^{2}}\right)+b\left(x+\frac{1}{x}\right)+c=0
\end{array}
\]",,87,Rational ,Irrational,Radical,Reciprocal,,,,,4,,
Name the type of equation $\sqrt{x+a}+\sqrt{x+b}=e \sqrt{c x+d}$,,easy,Definition also called as Radical equation duo to the radical sign,,87,Rational ,Irrational,Reciprocal,None,,,,,2,,
The first degree functions are called …………. Functions,,easy,Basic Key Point,,87,Linear ,Quadractic,Cubic,Quadratic,,,,,1,,
"For what value of $m,$ the roots of the equation.
\[
(m+1) x^{2}+2(m+3) x+2 m+3=0, m \neq-1 \text { are equal? }
\]",,moderate,"(a) $1: 2 x^{2}+8 x+5=0 \quad$ disc: $\quad b^{2}-4 a c=8^{2}-4(2)(5)=64-40=16 \neq 0$
(b) $3 ; 4 x^{2}+12 x+9=0,$ disc $b^{2}-4 a c=12^{2}-4(4) 9=144-144=0$",,87,1,3,7,17,,,,,2,,
Let $p(x)$ be a polynomial of degree $n>1$ then $x-r$ is a factor of $p(x)$ if and only if $p(r)$,,easy,definition of factor theorem,,87,$=0$,$>0$,$<0$,1,,,,,1,,
Which one of the following is the solution set of the system of equations $x^{2}+y^{2}+5 x y=43$ $y^{2}+x y-5 x=5$,,easy,"Reverse Solve
(a) $1^{2}+3^{2}+5(1)(3)=1+9+15=25 \neq 43$ not satisfy
(b) $2^{2}+3^{2}+5(2)(3)=4+9+30=43, \quad 3^{2}+(2)(3)-5(2)=9+6-10=5$",,87,"\{(1,3)\}","\{(2,3\}","\{(1,2)\}","\{(3,1)\}",,,,,2,,
For what value of $^{\prime} m^{\prime}$ and $^{\prime} n^{\prime}-1$ and 2 are the roots of the polynomial $x^{3}+m x^{2}+n x+6 ?$,,moderate,"For root $-1:-1^{3}+m(-1)^{2}+n(-1)+6=m-n+5=0$
For root $2: \quad 2^{3}+m(2)^{2}+n(2)+6=4 m+2 n+14=2 m+n+7=0$
Adding both equation:
$$
-4-n+5=0 \rightarrow \quad-n=-5+4=-1 \rightarrow n=1
$$",,87,"1,3","-4,9","2,7","-4,1",,,,,4,,
Cube roots of –1 are: ,,easy,Basic Point,,87,"$w, w^{2}$","$1, w, w^{2}$","$1, \frac{1}{\omega}, \frac{1}{\omega^{2}}$","$-1,-w,-w$",,,,,4,,
"If $x-a$ is one of the factors of the polynomial $a x^{2}+b x+c,$ then one of the roots of $a x^{2}+b x+c=0$ is",,easy,"if x-a is factor then, x-a=0 is a root then x=a",,87,#NAME?,b,c,a,,,,,4,,
"If $x^{4}-500=0,$ then the sum of the roots of the equation is",,easy,The Sum of fourth root of any number is 0,,87,500,-500,0,1,,,,,3,,
To complete a job A & B take 4 days together. ‘A’ alone takes twice as long as B alone to finish the same job. How long would each one alone take to do job?,,moderate,"from condition 2: A=2B	and it took both of them 4 days, so each of them need more than 4 days, it eliminates option (a), (b) and (d)",,87,"$A 8-$ days, $B$ 4-days","A 6 days, B 7-days","A 12-days, B 6-days","A 6-days, B 3-days",,,,,3,,
"If $\alpha, \beta$ are the roots of the equation $5 x^{2}-x-2=0$, then find the equation with roots $2 \alpha, 2 \beta$",,easy,"if the roots are doubled, sum will be doubled and product will be 4 times
\[
\operatorname{sum}=2 \alpha+2 \beta=2(\alpha+\beta) \quad \text { Product }=2 \alpha \cdot 2 \beta=4 \alpha \beta
\]",,87,$10 x^{2}-3 x-2=0$,$x^{2}-3 x-2=0$,$x^{2}-3 x-1=0$,$5 x^{2}-2 x-8=0$,,,,,4,,
If one root of the equation $(b-c) x^{2}+(c-a) x+(a-b)=0$ is double of the other then,,moderate,"let $, \quad S=\alpha+2 \alpha=3 \alpha \rightarrow \alpha=\frac{S}{3}, P=\alpha \times 2 \alpha=2 \alpha^{2} \rightarrow 2\left(\frac{S}{3}\right)^{2}=P, 2 S^{2}=9 P$
$S=\frac{(c-a)}{(b-c)}, P=\frac{(a-b)}{(b-c)} \quad 2(c-a)^{2}=2(a-c)^{2}=9(a-b)(b-c)$",,87,$2(a-c)^{2}=9(a-b)(b-c)$,$(a-c)^{2}=(a-b)(b-c)$,$(a-c)=(a-b)(b-c)$,$(a-c)=(a-b)^{2}(b-c)^{2}$,,,,,1,,
If the roots of the quadratic equation $5 x^{2}-P x+1=0$ are real and distinct then,,moderate,"For roots to real and distinct, disc$>0$
\[
\begin{aligned}
b^{2}-4 a c=P^{2}-4(5)(1)=P^{2}-20>0 \rightarrow P^{2}>20 \\
-\sqrt{20}>P>\sqrt{20} \rightarrow-2 \sqrt{5}>P>2 \sqrt{5}
\end{aligned}
\]",,87,$-2<P<2$,$-2 \sqrt{5}>P>2 \sqrt{5}$,$P<-2 \sqrt{5}$ and $P>\sqrt{5}$,$-2 \sqrt{5}<P<2 \sqrt{5}$,,,,,2,,
If the roots of the equation $a x^{2}+b x+a=0$ are complex then the roots of $x^{2}+4 a x+b^{2}=0$ are,,moderate,"$\operatorname{disc}_{1}=b^{2}-4(a)(a)=b^{2}-4 a^{2}<0 \rightarrow 4 a^{2}>b^{2}$
$\operatorname{disc}_{2}=(4 a)^{2}-4(b)(1)=16 a^{2}-4 b=4\left(4 a^{2}-b\right)>0$",,87,Real,Complex,Rational,Equal,,,,,2,,
$x=\sqrt{2+\sqrt{2+\sqrt{2}+\ldots \infty}}$ then $x=?$,,moderate,"General value solution is $\sqrt{n+\sqrt{n+\sqrt{n+\ldots}}}=n$
si let
\[
x=\sqrt{2+\sqrt{2+\sqrt{2+\ldots \ldots}}} \rightarrow x^{2}=2+\sqrt{2+\sqrt{2+\sqrt{2+\ldots \ldots}}}=2+x
\]
$x_{2}-x-2=0,$ Solving gives us 2 solutions $x=2,-1,-1$ is not possible",,87,2,2.2222,Both a and b,None of these,,,,,1,,
If $(4+\sqrt{15})^{x}+(4-\sqrt{15})^{x}=62$ then $x=?$,,moderate,"For $x=2 ; \quad(4+\sqrt{15})^{2}+(4-\sqrt{15})^{2}=16+15+8 \sqrt{15}+16+15-8 \sqrt{15}=62$
For $x=-2 ; \quad(4+\sqrt{15})^{-2}+(4-\sqrt{15})^{-2}=(16+15+8 \sqrt{15})^{-1}+(16+15-8 \sqrt{15})^{-1}$
$\frac{1}{31+8 \sqrt{15}}+\frac{1}{31-8 \sqrt{15}}=\frac{31+8 \sqrt{15}+31-8 \sqrt{15}}{31^{2}-(8 \sqrt{15})^{2}}=\frac{62}{961-960}=62$",,87,2,-2,4,Both a and b,,,,,4,,
If one root of the equation $P x^{2}+q x+r=0$ is twice of the other then $2 q^{2}=?$,,moderate,"let $, \quad S=\alpha+2 \alpha=3 \alpha \rightarrow \alpha=\frac{S}{3}, P=\alpha \times 2 \alpha=2 \alpha^{2} \rightarrow 2\left(\frac{S}{3}\right)^{2}=P, 2 S^{2}=9 P$
$S=\frac{-q}{P}, P=\frac{r}{P} \quad 2 q^{2}=9 P r$",,87,Pr,9Pr,$P^2r$,$Pr^2$,,,,,2,,
The quadratic equation whose one root is $3+\sqrt{2}$ is,,moderate,"In case of one root is irrational of form $a+\sqrt{b},$ the other must be conjugate. $S=6, P=(3)^{2}-(\sqrt{2})^{2}=9-2=7$",,87,$x^{2}+6 x+7=0$,$x^{2}+6 x-7=0$,$x^{2}-6 x+7=0$,$x^{2}+6 x+5=0$,,,,,3,,
If one root of the equation $3 x^{2}+13 x+k=0$ is reciprocal of the other then $k=?$,,easy,"For this case roots are $\alpha, \frac{1}{\alpha},$ the product of roots, $P=\frac{\varepsilon}{a}=\alpha\left(\frac{1}{\alpha}\right)=1=\frac{k}{3} \rightarrow k=3$",,87,13,3,-5,$\frac{1}{5}$,,,,,2,,
If $(x+1)$ is a factor of $x^{4}+(P-3) x^{3}-(3 P-5) x^{2}+(2 P-9) x+6$ then $P=?$,,easy,"Put the value, $x=-1,(1)+(P-3)(-1)-(3 P-5)(1)+(2 P-9)(-1)+6=0$
\[
6 P=24 \rightarrow P=4
\]",,87,4,-4,1,0,,,,,1,,
"If $2+i \sqrt{3}$ is a root of $x^{2}+P x+q=0$ where $P, q$ are real then $P+q=?$",,moderate,"In case of one root is complex of form $a+i \sqrt{b},$ the other must be conjugate.
\[
\begin{array}{c}
S u m=4=-P, \quad \text { Product }=(2)^{2}-(i \sqrt{3})^{2}=4+3=7=q \\
P+q=-4+7=3
\end{array}
\]",,87,5,4,3,20,,,,,3,,
$4 x=5$ is a $(a n) \dots \dots \dots$,,easy,Definition of conditional equation: An equation which is solved for onlu one or specific value of variable is a conditional equation,,88,Conditional Equation,identity,Equation,fraction,,,,,3,,
$(x-2)(x+2)=x^{2}-4$ is a $(a n) \ldots \ldots$,,easy,The equation is true for all values of 'x',,88,Conditional Equation,identity,Equation,fraction,,,,,2,,
"If $p x^{3}+q x^{2}-a x+b=2 x^{3}-3 x^{2}-4 x+5,$ then values of $p, a, q$ and $b$ are respectively",,easy,"equate the coefficient, order is changed",,88,"2, 3, 5, 4","2, -3, 4, 5","2,- 3, -4, 5","2,- 3, -4, 5",,,,,4,,
The algebraic equations can be divided into,,easy,Theoretical Point: I) Conditional  II) Identity,,88,One kind,two kinds,Three kinds,four kinds,,,,,2,,
An equation in which two algebraic expressions are equal for particular values of the variable is called;,,easy,Definition of Conditional equation,,88,Conditional Equation,identity,Equation,fraction,,,,,1,,
Rational fractions are of,,easy,Basic Point I) Proper II) Improper,,88,Two types,three types,Four types,one type,,,,,1,,
The process of partial decomposition results in;,,easy,Basic Point,,88,An identity Resolution,partial fraction,Equation Formation,Conditional Solution,,,,,2,,
$\frac{2 x-5}{x^{2}+4} is ___________rational fraction,,easy,Degree of numerator is less than denominator,,88,Proper,improper,Conditional,None,,,,,1,,
"If, $\frac{7 x+25}{(x+3)(x+4)}=\frac{A}{x+3}+\frac{B}{x+4}$  then find the values of A & B",,moderate,"Reverse Solve by simplifying into single fraction $\frac{A(x+4)+B(x+3)}{(x+3)(x+4)}$
(a) $\quad \frac{2(x+4)+3(x+3)}{(x+3)(x+4)}=\frac{2 x-8+3 x+9}{(x+3)(x+4)}=\frac{5 x+17}{(x+3)(x+4)} \quad$ not satisfy
(b) $\frac{1(x+4)+5(x+3)}{(x+3)(x+4)}=\frac{x+4+5 x+15}{(x+3)(x+4)}=\frac{6 x+19}{(x+3)(x-4)} \quad$ not satisfy
(c) $\quad \frac{4(x+4)+3(x+3)}{(x+3)(x+4)}=\frac{4 x-14+3 x+9}{(x+3)(x+4)}=\frac{7 x+25}{(x+3)(x+4)} \quad$ Satisfy",,88,"A=2, B=3","A=1, B=5","A=4, B=3","A=1, B=3",,,,,3,,
The partial fraction of $\frac{x^{2}}{\left(x^{2}+1\right)(x-1)}$ is of the form;,,easy,Case II Fractions,,88,$\frac{A x+B}{\left(x^{2}+1\right)^{2}}+\frac{C}{x-1}$,$\frac{A x+B}{x^{2}+1}+\frac{C x+D}{\left(x^{2}+1\right)^{2}}+\frac{E}{x-1}$,$\frac{A x+B}{x^{2}+1}+\frac{C x+D}{\left(x^{2}+1\right)^{2}}$,$\frac{A x+B}{\left(x^{2}+1\right)}+\frac{C}{x-1}$,,,,,4,,
The partial fraction of $\frac{4 x^{2}+8 x}{x^{4}+2 x^{2}+9}=?$,,difficult,"Reverse Solve by simplifying,
(a) $\quad \frac{(x+2)\left(x^{2}+2 x+3\right)+(-2-x)\left(x^{2}-2 x+3\right)}{\left(x^{2}+2 x+3\right)\left(x^{2}-2 x+3\right)}=\frac{x^{3}+2 x^{2}+3 x+2 x^{2}+4 x+6-2 x^{2}+4 x-6-x^{3}-2 x^{2}-6 x}{\left(x^{2}+2 x+3\right)\left(x^{2}-2 x+3\right)}$
\[
=\frac{4 x^{2}+8 x}{\left(x^{2}+2 x+3\right)\left(x^{2}-2 x+3\right)} \quad \text { Satisfy }
\]",,88,$\frac{x+2}{x^{2}-2 x+3}+\frac{-2-x}{x^{2}+2 x+3}$,$\frac{x+2}{x^{2}+2 x+3}+\frac{2-x}{x^{2}-2 x+3}$,$\frac{x+2}{x^{2}+2 x+3}+\frac{2+x}{x^{2}-2 x+3}$,$\frac{x+2}{x^{2}+2 x+3}+\frac{x}{x^{2}-2 x-3}$,,,,,1,,
$-1+\frac{1}{4(1-x)}+\frac{1}{4(1+x)}+\frac{1}{2\left(1+x^{2}\right)}$ is the partial fraction of,,moderate,"multiply all the denominator, only one possibility left.
\[
\begin{array}{c}
\frac{-1(4)(1+x)(1-x)\left(1+x^{2}\right)+(1+x)\left(1+x^{2}\right)+(1-x)\left(1+x^{2}\right)+2(1-x)(1+x)}{4(1-x)(1+x)\left(1+x^{2}\right)} \\
=\frac{-4\left(1-x^{2}\right)+1+x+x^{2}+x^{3}+1-x+x^{2}-x^{3}+2-2 x^{2}}{4\left(1-x^{2}\right)\left(1+x^{2}\right)} \\
=\frac{-4+4 x^{4}+4}{4\left(1-x^{4}\right)}=\frac{4 x^{4}}{4\left(1-x^{4}\right)}=\frac{x^{4}}{1-x^{4}}
\end{array}
\]",,88,$\frac{x^{2}}{1-x^{2}}$,$\frac{x^{3}}{1-x^{3}}$,$\frac{x^{4}}{1-x^{4}}$,$\frac{x^{4}}{1+x^{4}}$,,,,,3,,
An improper rational fraction can be reduced by division to a;,,easy,Key Point,,88,Rational,Irrational,Polynomial & Rational,Polynomial & proper fraction,,,,,4,,
"The rational fraction $\frac{P(x)}{Q(x)}$ is called an improper fraction if the degree of $P(x)$ is________
than the degree of $Q(x)$",,easy,"definition, both (b) and (c) are true",,88,Less,Greater,Equal,both b & c,,,,,4,,
$\frac{x}{2 x-3}$ is a(an)_________ rational factor,,easy,Degree of numerator is equal to denominator,,88,Proper,Improper,Conditional ,None,,,,,2,,
"If $a_{4}=4$ of an A.P. then find the sum of first 7 -terms of the corresponding arithmetic
series;",,moderate,"$S_{n}=\frac{n}{2}\left\{2 a_{1}+(n-1) d\right\} \rightarrow S_{7}=\frac{7}{2}\left\{2 a_{1}+(7-1) d\right\}=\frac{7}{2}\left\{2 a_{1}+6 d\right\}$
$S_{7}=7\left(a_{1}+3 d\right)=7 a_{4}=7(4)=28$",,89,4,16,28,40,,,,,3,,
"Which term of the sequence $5, \frac{7}{2} 2,$ is $-19 ?$",,easy,"$a_{n}=a_{1}+(n-1) d,$ where $a_{1}=5, d=-1.5, a_{n}=-19$
$19=5+(n-1) 1.5 \rightarrow n-1=\frac{-19-5}{-1.5}=-\frac{24}{-1.5}=16$
$n=16+1=17$",,89,$14^{th}$,$15^{th}$,$18^{th}$,$17^{th}$,,,,,4,,
"For $\frac{1}{4}, \frac{2}{5}, 1, \cdots, 6^{\text {th }}$ term is",,moderate,"The HP is given, converting in $\mathrm{AP}: 4,2.5,1, \ldots, a_{6} \quad a_{1}=4, d=-1.5$
\[
a_{6}=a_{1}+5 d=4+5(-1.5)=-3.5=-\frac{7}{2} \quad \mathrm{HP}: \quad-\frac{2}{7}
\]",,89,$\frac{-2}{7}$,-2,$\frac{1}{9}$,$\frac{-5}{6}$,,,,,1,,
$9^{\frac{1}{3}} \cdot 9^{\frac{1}{9}} \cdot 9^{\frac{1}{27}} \dots \cdot \infty=?$,,moderate,"General value solution is $\sqrt{n+\sqrt{n+\sqrt{n+\ldots}}}=n$
Draw the analogy $\sqrt[3]{9 \cdot \sqrt[3]{9} \cdot \sqrt[3]{9 \ldots \ldots}}, \quad \sqrt[3]{9}>2,$ and rest values are greater than $1,$ closest integer 3",,89,1,6,9,3,,,,,4,,
A sequence of numbers in which every term after the first is obtained from the preceding term by multiplying it with a constant number is called a geometric sequence or G.P. The constant number is called;,,easy,Definition $a_{n}=a_{1} r^{n-1}$,,89,Term,common difference,Common ratio,None,,,,,3,,
G.M between two numbers 4 and -81 is,,easy,$G M=\pm \sqrt{a b}=\pm \sqrt{3 *-81}=\pm 18 i$,,89,324,-324,-18,none,,,,,4,,
"If the first term of an infinite geometric series is equal to twice of the sum of all the terms that follows it, then the value of  is;",,easy,$S_{\infty}=\frac{a}{1-r}=\frac{a}{1-1 / 2}=\frac{a}{1 / 2}=2 a$,,89,$\frac{1}{3}$,1,$\frac{1}{2}$,2,,,,,3,,
"Which one is true? $(a>0, b>0)$",,easy,Important Property,,89,$G>A>H$,A>G>H,H>G>A,H>A>G,,,,,2,,
"The $n^{t h}$ term of an A.P is $\ldots \ldots \ldots \ldots \ldots . .$ when $a=-7, d=13$",,easy,$a_{n}=a_{1}+(n-1) d=-7+(n-1) 13=-7-13+13 n=13 n-20$,,89,20-5n,13n-20,13n-7,7-13n,,,,,2,,
H.M. between $3+\sqrt{27}$ and $3-3 \sqrt{3}$ is,,easy,$H M=\frac{2 a b}{a+b}=\frac{2(3+\sqrt{27})(3-\sqrt{27})}{3+\sqrt{27}+3-\sqrt{27}}=\frac{2(-18)}{6}=-6$,,89,-6,$\sqrt{45}$,$\frac{\sqrt{27}}{3}$,$\frac{-4}{\sqrt{27}}$,,,,,1,,
$x+x^{2}+x^{3}+\ldots \ldots \ldots+x^{n}=$,,moderate,"$A G P, a=x, r=x, S_{n}=\frac{a\left(r^{n}-1\right)}{r-1}=\frac{x\left(x^{n}-1\right)}{x-1}$",,89,$\frac{x(x-1)}{x+1}$,$\frac{x^{n}-1}{x-1}$,$\frac{x\left(x^{n}-1\right)}{x-1}$,$\frac{x^{n}+1}{x-1}$,,,,,3,,
Which one is true?,,easy,Important Property,,89,$A^{2}=G H$,$G^{2}=A H$,$H^{2}=A G$,None,,,,,2,,
$S_{n}$ for geometric series if $|r|<1$ is given by,,easy,Theoretical Formula,,89,$\frac{n}{2}\{2 a+(n-1) d\}$,$a r^{n-1}$,$\frac{a\left(r^{n}-1\right)}{r-1}$,$\frac{a\left(1-r^{n}\right)}{1-r}$,,,,,4,,
"$a_{27}$ of $7, \frac{23}{2}, \frac{32}{2}, \cdots$",,moderate,"for $\mathrm{AP}, a_{1}=7, d=\frac{9}{2}, a_{27}=7+26\left(\frac{9}{2}\right)=7+117=124$",,89,117,124,$\frac{119}{2}$,$\frac{146}{2}$,,,,,2,,
"For $a+a r+a r^{2}+\ldots \ldots \ldots \infty, S=?$",,easy,Sum of infinite GP,,89,$a\left(1-r^{2}\right)$,$a\left(r^{2}-1\right)$,$\frac{n}{2}\{2 a+(n-1) d\}$,$\frac{a}{1-r}$,,,,,4,,
"Sum of all the terms in the sequence $1, \frac{5}{6}, \frac{25}{36}, \cdots$",,moderate,$S_{\infty}=\frac{1}{1-5 / 6}=\frac{1}{1 / 6}=6$,,89,6,$\frac{1}{3}$,$\frac{2}{4}$,$\frac{5}{6}$,,,,,1,,
The constant ratio of G.P may be any number not equal to:,,easy,"if r=0, every term of GP will be zero and there won’t be a series",,89,1,0,-1,none,,,,,2,,
$4^{\text {th }}$ term of the sequence whose general term is $\frac{64}{25}\left(\frac{-5}{2}\right)^{n-1}=?$,,moderate,"\text { Simplify by } n=4, \quad \frac{64}{25}\left(\frac{-5}{2}\right)^{4-1}=\frac{64}{25}\left(-\frac{125}{8}\right)=-40",,89,6120,-321,190,-40,,,,,4,,
"$9^{\text {th }}$ term of the sequence $\frac{2}{3}, \frac{1}{3}, \frac{1}{6}, \cdots$",,moderate,"for a GP $a_{1}=\frac{2}{3}, r=\frac{1}{2}, \quad a_{n}=a_{1} r^{n-1}=\frac{2}{3}\left(\frac{1}{2}\right)^{8}=\frac{1}{3 * 2^{7}}=\frac{1}{384}$",,89,$\frac{1}{128}$,$\frac{1}{256}$,$\frac{1}{384}$,$\frac{1}{192}$,,,,,3,,
$\frac{5}{27}=?$,,easy,"$\frac{1}{9}<\frac{5}{27}<\frac{2}{9},$ so greater than .111 and smaller than $.222,$ only one option.",,89,$0 . \overline{222}$,$0 . \overline{102}$,$0 . \overline{185}$,$0 . \overline{227}$,,,,,3,,
"For $S_{n}=\frac{n}{2}\{2 a+(n-1) d\}, d$ is called",,easy,Definition,,89,Common ratio,common difference,common multiple,none,,,,,2,,
"The general term of the sequence $a, a r, a r^{2} \dots . . . . . . . . .$ is",,easy,Theoretical Formula,,89,$a+(n-1) d$,$\frac{a\left(1-r^{n}\right)}{1-r}$,$\frac{n}{2}\{2 a+(n-1) d\}$,$a r^{n-1}$,,,,,4,,
Common fraction of $7.7 \overline{55}$ is:,,moderate,"(a) is very big, (b) and (c) are very small.",,89,$\frac{3139}{95}$,$\frac{495}{3839}$,$\frac{290}{61}$,$\frac{349}{45}$,,,,,4,,
Geometric mean between two numbers “a” and “b” is given by:,,easy,Theoretical Formula,,89,$\frac{a+b}{2}$,$\pm \sqrt{a b}$,$\frac{2 a b}{a+b}$,$\frac{a+b}{2 a b}$,,,,,2,,
"For an H.P. $\frac{3}{11}, \frac{6}{31}, \frac{3}{20}, \cdots,$ the common difference of the corresponding A.P is",,easy,"$\mathrm{AP}$ is $\frac{11}{3}, \frac{31}{6}, \frac{20}{3}, \ldots, \quad d=\frac{31-22}{6}=\frac{9}{6}=\frac{3}{2}$",,89,$\frac{1}{4}$,$\frac{2}{3}$,$\frac{3}{2}$,$\frac{5}{7}$,,,,,3,,
The first term of a G.P is -36 and common ratio is $-\frac{1}{3}$ then $a_{5}=?$,,easy,$a_{n}=a r^{n-1}=-36\left(-\frac{1}{3}\right)^{4}=-\frac{4}{9}$,,89,$\frac{5}{3}$,$\frac{6}{5}$,$-\frac{3}{5}$,$-\frac{4}{9}$,,,,,4,,
The arithmetic mean between c and e is given by:,,easy,Theoretical Formula,,89,$\frac{c+e}{2}$,$\frac{c-e}{2}$,$\frac{e-c}{2}$,$c+e$,,,,,1,,
"The general term of a G.P is, $\left(\frac{2}{3}\right)^{n-3}$ the sequence is:",,moderate,"the resultant GP will be $\frac{2}{4}, \frac{3}{2}, 1, \frac{2}{3}, \ldots$",,89,"$1,2,3, \dots$","$-\frac{2}{3}, 1, \frac{7}{3}, \cdots$","$-\frac{7}{3} \cdot-\frac{5}{3},-1, \cdots$",None,,,,,4,,
"For $a+(a+d)+(a+2 d)+\ldots . .+[a+(n-1) d], S_{n}=?$",,easy,Theoretical Formula,,89,$a+(n-1) d$,$\frac{n}{2}\{2 a+(n-1) d\}$,$\frac{a\left(1-r^{n}\right)}{1-r}$,$\frac{a\left(r^{n}-1\right)}{r-1}$,,,,,2,,
"If $A, G$ and $H$ have usual meanings, then $G>?(a>0, b>0)$",,easy,Important formula $A>G>H$,,89,H,A,AH,$\frac{1}{G}$,,,,,1,,
"If $a, b, c$ are in A.P., then $\frac{1}{a}, \frac{1}{b}, \frac{1}{c},$ are in",,easy,Reciprocal of AP is HP,,89,AP.,GP.,HP.,None,,,,,3,,
Formula for the $n^{t h}$ term of an arithmetic sequence is given by:,,easy,Theoretical Formula,,89,$a_{n}=a+d$,$a_{n}=a+n d$,$a_{n}=a-n d$,$a_{n}=a+(n-1) d$,,,,,4,,
H.M between two numbers ‘a’ and ‘b’ is given by,,easy,Theoretical Formula,,89,$\frac{a+b}{2}$,$\frac{a b}{a+b}$,$\frac{a+b}{2 a b}$,$\frac{2 a b}{a+b}$,,,,,4,,
$\mathrm{S}_{\mathrm{n}}$ of geometric series if $|\mathrm{r}|>1$ is,,easy,"Basic Point, formula",,89,$\frac{n}{2}\{2 a+(n-1) d\}$,$\frac{a\left(r^{n}-1\right)}{r-1}$,$\frac{a\left(1-r^{n}\right)}{1-r}$,None,,,,,2,,
A.M. between two numbers a and b is given by:,,easy,Theoretical Formula,,89,$a+b$,$a-b$,$\frac{a-b}{2}$,$\frac{a+b}{2}$,,,,,4,,
For what value of $^{\prime} n^{\prime}$ is $\frac{a^{n+1}+b^{n+1}}{a^{n}+b^{n}}$ the G.M between $a$ and $b$ ?,,moderate,Reverse Solve it $\frac{a^{1 / 2}+b^{1 / 2}}{a^{-1 / 2}+b^{-1 / 2}}=\frac{a^{1 / 2}+b^{1 / 2}}{\frac{d^{1 / 2}+3 ! / 2}{a^{2 / 2} b^{1 / 2}}}=\sqrt{a b}$,,89,$\frac{1}{2}$,$-\frac{1}{2}$,-1,1,,,,,2,,
